θ0,θ1,θ2,θ3,θ4,θ5,θ6,θ7,θ8,θ9,θ10,θ11,θ12,θ13,θ14,fun,nfev,nit
-0.321888300850265,0.8534613101987308,3.033048236697474,-1.4620103028066085,0.38844222803645845,0.04219696503008716,1.5574008949017695,1.7499999835287823,0.8277481021100508,0.0636614374767468,-1.2168321636459942,-2.083611987303759,-1.026140137264734,-0.03307371415746256,-0.5530905939854005,-1.0,0,0
0.15975294428554632,1.2974526102447963,4.624505832243113,0.5816719491775001,1.0455085422458152,-0.03255610944792116,1.5846447648082147,2.391015470551199,-0.9762748945262454,0.14869771858413883,-0.26266829057548585,-3.1190090684304073,-3.0512516056476544,-0.08556968046142148,1.2563544411210894,-0.9426299701446849,5301,3776
0.20679222680814804,1.0574679503644988,5.1184560580515,0.7842699729961342,0.93259026039768,-0.05058009560902384,1.538376091145142,1.8931927973065696,-0.6665603372695108,0.16995468493415317,-0.25018610285993687,-2.7496638017597554,-3.164007186856757,-0.055454057654776984,1.3649740813133924,-0.9511647077410053,1723,1068
0.2761498772631288,1.474438225278286,5.589927460364667,0.9726365634196067,0.8501594386861246,-0.04929537081537932,1.566925179037379,1.8192418888278428,-0.4672816786894085,0.14874621614553546,-0.247522651310277,-2.02862292203354,-2.99372057951372,0.0015105592612039464,1.4107275083683866,-0.9587261689691339,2158,1378
0.4115492448205148,1.7198711697738776,4.9388504552734585,0.32338477401814225,1.1290733639347752,-0.07774330939627716,1.5716445179848686,2.5481455703181375,-0.07941495606421796,0.14238411996617906,-0.3197392809787792,-2.043849023891405,-2.98868956473572,0.0016565434325135431,1.4208721365092514,-0.9638032367758611,2176,1369
0.2903311965400782,1.9093077724822218,4.857576881561208,0.2619827610021572,1.3162062170060929,-0.071920988959258,1.5715768805639034,3.765035812270092,-0.05203691397172487,0.13801415565146463,-0.22688423733063362,-3.543315886478359,-3.0440688230384905,0.002478426443542077,1.4717888530152143,-0.9665496344232788,2147,1381
0.3507776132708735,2.1169755777312558,4.596779895966657,0.33605172995461796,1.4314517824502637,-0.08970969397580533,1.5730672456480232,3.890669944771055,-0.12255604645833346,0.03516975867749099,-0.08802921148104062,-3.7530190651738073,-3.231567682953467,0.003094940950474569,1.6576828955416076,-0.9677864612990661,1839,1152
0.38506880981026087,2.066555069575383,4.161905313955703,0.34536907654818905,1.4383578174411231,-0.06593370105391894,1.576044345132428,3.9072471132672835,-0.17210322324551564,0.034102996497028235,-0.08246740743350725,-3.7601807299222623,-3.3177108438008753,0.0028861640739966787,1.7419806349035256,-0.9681247752161198,1686,1024
0.4625107235063125,1.872118504822605,3.4053551028396063,0.3245860596812671,1.3945493585649928,-0.042794176467725424,1.590067325398283,4.150328125276779,-0.20081316454715487,0.034725057857257685,-0.08005622713395906,-3.4928201418966696,-3.43896102229738,0.00442651021532704,1.8624566626766217,-0.9689625993864559,2156,1373
0.24894634075260313,1.953637902828166,2.1763979007894334,0.6380320028137534,1.3896309508049531,-0.04435488222715518,1.58019651394271,3.8646530588579453,-0.2859318300977668,0.034079527520838024,-0.08739408397225354,-3.2700902267095637,-3.3908386326797286,0.004614271908412173,1.839783137275234,-0.9733031379120174,1866,1160
0.24505031358658216,1.9820341352601547,1.7001717122034634,0.3293616578218135,1.4294366639724378,-0.04848253395462972,1.5735688664089413,3.336876818636267,-0.4786597741404365,0.032017056713518836,-0.1132109253319332,-3.2838153217562054,-3.501283280758831,0.003380955085556173,1.9423532062260285,-0.9802206255635508,2150,1387
0.2764660514370904,1.9838763415694007,1.3105019715412576,0.2967516730855192,1.452936795085059,-0.07028948370023816,1.5713791732993352,2.352681189207504,-0.34127169009283337,0.03585253384028476,-0.08055165151592919,-4.3248896761154905,-3.599279037978903,0.002905566000968294,2.038721825757432,-0.9855666200267371,2066,1327
0.20707214951501843,1.6154480702661647,1.0395825594560546,0.26769403806008923,1.2293401008611433,-0.09524915836841732,1.5547437675271056,2.1570711275541394,-0.2896261317499313,0.04603053596865906,-0.06662433570212191,-4.826474526413223,-3.569223212354935,0.003251276428999178,2.055793058612916,-0.987719744214211,3107,2069
0.21260187238759112,1.3315359767365362,1.3477041725996886,0.34070081925251494,1.369143337413421,-0.15500565152806683,1.570340876271063,2.756987206319574,-0.0200767457620889,0.050607792660017144,-0.09040389904891209,-4.321610049094698,-3.581588036650288,0.0006159374473436936,2.018773446573328,-0.9880965325644397,2132,1352
0.0023775597386338494,1.1987655152126064,1.5821400956801965,0.7352934327501965,1.3847739350172354,-0.22670840304622747,1.570324760585762,2.940690119714594,0.015762111537512273,0.04973836658222894,-0.1652819810386273,-3.903846971070408,-3.529653578048671,0.000957586622536275,1.963610537022356,-0.988353263980717,2476,1618
0.002809546374503204,1.2177751298533859,1.8697801502765852,0.8356865718932927,1.3595664594921468,-0.07932984337340511,1.5692552613729145,2.786911854394477,0.015336583027373148,0.04566903282960806,-0.18657802554508443,-4.101388257887994,-3.547007698507633,0.0010855279043423928,1.9784934364270756,-0.988425755977865,1727,1056
